Member_ID,Last_Name,First_Name,Middle,State,Party
M000207,Martini,William,NaN,New Jersey,Republican
M000212,Mascara,Frank,NaN,Pennsylvania,Democratic
M001173,Massa,Eric,NaN,New York,Democratic
M001184,Massie,Thomas,NaN,Kentucky,Republican
M001199,Mast,Brian,J.,Florida,Republican
M001142,Matheson,Jim,NaN,Utah,Democratic
M000236,Mathews,Harlan,NaN,Tennessee,Democratic
M000241,Mathias,Charles,Jr.,Maryland,Republican
M000242,Mathias,Robert,(Bob),California,Republican
M000244,Mathis,Dawson,NaN,Georgia,Democratic
M001163,Matsui,Doris,O.,California,Democratic
M000249,Matsui,Robert,T.,California,Democratic
M000250,Matsunaga,Spark,M.,Hawaii,Democratic
M000257,Mattingly,Mack,NaN,Georgia,Republican
M000260,Mattox,James,A.,Texas,Democratic
M000264,Mavroules,Nicholas,NaN,Massachusetts,Democratic
M000286,Mayne,Wiley,NaN,Iowa,Republican
M000291,Mazzoli,Romano,L.,Kentucky,Democratic
M001209,McAdams,Ben,NaN,Utah,Democratic
M001192,McAllister,Vance,M.,Louisiana,Republican
M001208,McBath,Lucy,NaN,Georgia,Democratic
M000303,McCain,John,NaN,Arizona,Republican
M000306,McCandless,Alfred,(Al),California,Republican
M000309,McCarthy,Carolyn,NaN,New York,Democratic
M000316,McCarthy,Karen,NaN,Missouri,Democratic
M001165,McCarthy,Kevin,NaN,California,Republican
M001170,McCaskill,Claire,NaN,Missouri,Democratic
M001157,McCaul,Michael,T.,Texas,Republican
M000332,McClellan,John,L.,Arkansas,Democratic
M001177,McClintock,Tom,NaN,California,Republican
M000340,McClory,Robert,NaN,Illinois,Republican
M000342,McCloskey,Frank,NaN,Indiana,Democratic
M000343,McCloskey,Paul,Jr.,California,Republican
M000346,McClure,James,A.,Idaho,Republican
M000349,McCollister,John,Y.,Nebraska,Republican
M001143,McCollum,Betty,NaN,Minnesota,Democratic
M000350,McCollum,Bill,NaN,Florida,Republican
M000355,McConnell,Mitch,NaN,Kentucky,Republican
M000365,McCormack,Mike,NaN,Washington,Democratic
M001147,McCotter,Thaddeus,G.,Michigan,Republican
M000388,McCrery,Jim,NaN,Louisiana,Republican
M000398,McCurdy,Dave,NaN,Oklahoma,Democratic
M000399,McDade,Joseph,M.,Pennsylvania,Republican
M000404,McDermott,Jim,NaN,Washington,Democratic
M000413,McDonald,Lawrence,P.,Georgia,Democratic
M001200,McEachin,A.,Donald,Virginia,Democratic
M000432,McEwen,Bob,NaN,Ohio,Republican
M000433,McEwen,Robert,NaN,New York,Republican
M000436,McFall,John,J.,California,Democratic
M000445,McGee,Gale,W.,Wyoming,Democratic
M000452,McGovern,George,NaN,South Dakota,Democratic
M000312,McGovern,James,P.,Massachusetts,Democratic
M000458,McGrath,Raymond,NaN,New York,Republican
M000466,McHale,Paul,NaN,Pennsylvania,Democratic
M001156,McHenry,Patrick,NaN,North Carolina,Republican
M000472,McHugh,John,NaN,New York,Republican
M000473,McHugh,Matthew,NaN,New York,Democratic
M000477,McInnis,Scott,NaN,Colorado,Republican
M000481,McIntosh,David,M.,Indiana,Republican
M000485,McIntyre,Mike,NaN,North Carolina,Democratic
M000486,McIntyre,Thomas,NaN,New Hampshire,Democratic
M000490,McKay,K.,Gunn,Utah,Democratic
M000508,McKeon,Howard,"""Buck""",California,Republican
M000512,McKernan,John,Jr.,Maine,Republican
M001180,McKinley,David,NaN,West Virginia,Republican
M000523,McKinney,Cynthia,A.,Georgia,Democratic
M000527,McKinney,Stewart,B.,Connecticut,Republican
M001174,McMahon,Michael,NaN,New York,Democratic
M000566,McMillan,J.,NaN,North Carolina,Republican
M000573,McMillen,Thomas,NaN,Maryland,Democratic
M001159,McMorri,"Rodgers,",Cathy,Washington,Republican
M001166,McNerney,Jerry,NaN,California,Democratic
M000589,McNulty,James,Jr.,Arizona,Democratic
M000590,McNulty,Michael,NaN,New York,Democratic
M001197,McSally,Martha,NaN,Arizona,Republican
M000603,McSpadden,Clem,Rogers,Oklahoma,Democratic
M001187,Meadows,Mark,NaN,North Carolina,Republican
M000626,Meeds,Lloyd,NaN,Washington,Democratic
M000627,Meehan,Martin,T.,Massachusetts,Democratic
M001181,Meehan,Patrick,NaN,Pennsylvania,Republican
M000628,Meek,Carrie,P.,Florida,Democratic
M001148,Meek,Kendrick,B.,Florida,Democratic
M001137,Meeks,Gregory,NaN,New York,Democratic
M001161,Melancon,Charlie,NaN,Louisiana,Democratic
M000635,Melcher,John,NaN,Montana,Democratic
M000639,Menendez,Robert,NaN,New Jersey,Democratic
M001188,Meng,Grace,NaN,New York,Democratic
M001176,Merkley,Jeff,NaN,Oregon,Democratic
M001189,Messer,Luke,NaN,Indiana,Republican
M000669,Metcalf,Jack,NaN,Washington,Republican
M000671,Metcalf,Lee,NaN,Montana,Democratic
M000675,Metcalfe,Ralph,H.,Illinois,Democratic
M000678,Metzenbaum,Howard,M.,Ohio,Democratic
M001204,Meuser,Daniel,NaN,Pennsylvania,Republican
M000684,Meyers,Jan,NaN,Kansas,Republican
M000685,Meyner,Helen,NaN,New Jersey,Democratic
M000686,Mezvinsky,Edward,NaN,Iowa,Democratic
M000687,Mfume,Kweisi,NaN,Maryland,Democratic
M000688,Mica,Daniel,Andrew,Florida,Democratic
M000689,Mica,John,L.,Florida,Republican
M001149,Michaud,Michael,H.,Maine,Democratic
M000692,Michel,Robert,H.,Illinois,Republican
M000702,Mikulski,Barbara,A.,Maryland,Democratic
M000703,Mikva,Abner,J.,Illinois,Democratic
M000708,Milford,Dale,NaN,Texas,Democratic
M000714,Millender-McDonald,Juanita,NaN,California,Democratic
M001154,Miller,Brad,NaN,North Carolina,Democratic
M001150,Miller,Candice,S.,Michigan,Republican
M001205,Miller,Carol,NaN,West Virginia,Republican
M000718,Miller,Clarence,E.,Ohio,Republican
M000720,Miller,Dan,NaN,Florida,Republican
M001139,Miller,Gary,G.,California,Republican
M000725,Miller,George,NaN,California,Democratic
M001144,Miller,Jeff,NaN,Florida,Republican
M000736,Miller,John,R.,Washington,Republican
M001141,Miller,Zell,NaN,Georgia,Democratic
M000778,Mills,Wilbur,D.,Arkansas,Democratic
M000779,Mills,William,O.,Maryland,Republican
M000794,Mineta,Norman,Y.,California,Democratic
M000795,Minge,David,NaN,Minnesota,Democratic
M000796,Minish,Joseph,NaN,New Jersey,Democratic
M000797,Mink,Patsy,T.,Hawaii,Democratic
M001175,Minnick,Walter,NaN,Idaho,Democratic
M000799,Minshall,William,E.,Ohio,Republican
M000808,Mitchell,Donald,NaN,New York,Republican
M000811,Mitchell,George,J.,Maine,Democratic
M001167,Mitchell,Harry,E.,Arizona,Democratic
M000826,Mitchell,Parren,J.,Maryland,Democratic
M001201,Mitchell,Paul,NaN,Michigan,Republican
M000833,Mizell,Wilmer,NaN,North Carolina,Republican
M000834,Moakley,John,Joseph,Massachusetts,Democratic
M000839,Moffett,Toby,NaN,Connecticut,Democratic
M000842,Molinari,Guy,NaN,New York,Republican
M000843,Molinari,Susan,NaN,New York,Republican
M000844,Mollohan,Alan,NaN,West Virginia,Democratic
M000845,Mollohan,Robert,NaN,West Virginia,Democratic
M000851,Mondale,Walter,F.,Minnesota,Democratic
M000860,Monson,David,S.,Utah,Republican
M000865,Montgomery,G.,(Sonny),Mississippi,Democratic
M000876,Montoya,Joseph,NaN,New Mexico,Democratic
M000881,Moody,Jim,NaN,Wisconsin,Democratic
M001194,Moolenaar,John,R.,Michigan,Republican
M001195,Mooney,Alexander,NaN,West Virginia,Republican
M001140,Moore,Dennis,NaN,Kansas,Democratic
M001160,Moore,Gwen,NaN,Wisconsin,Democratic
M000923,Moore,W.,Henson,Louisiana,Republican
M000926,Moorhead,Carlos,J.,California,Republican
M000930,Moorhead,William,S.,Pennsylvania,Democratic
M000933,Moran,James,P.,Virginia,Democratic
M000934,Moran,Jerry,NaN,Kansas,Republican
M000941,Morella,Constance,A.,Maryland,Republican
M001206,Morelle,Joseph,NaN,New York,Democratic
M000956,Morgan,Robert,NaN,North Carolina,Democratic
M000958,Morgan,Thomas,E.,Pennsylvania,Democratic
M000992,Morrison,Bruce,A.,Connecticut,Democratic
M000999,Morrison,Sid,NaN,Washington,Republican
M001025,Moseley-Braun,Carol,NaN,Illinois,Democratic
M001031,Mosher,Charles,A.,Ohio,Republican
M001033,Moss,Frank,E.,Utah,Democratic
M001035,Moss,John,E.,California,Democratic
M001044,Mottl,Ronald,M.,Ohio,Democratic
M001196,Moulton,Seth,NaN,Massachusetts,Democratic
M001054,Moynihan,Daniel,NaN,New York,Democratic
M001057,Mrazek,Robert,NaN,New York,Democratic
M001207,Mucarsel-Powell,Debbie,NaN,Florida,Democratic
M001190,Mullin,Markwayne,NaN,Oklahoma,Republican
M001182,Mulvaney,Mick,NaN,South Carolina,Republican
M001085,Murkowski,Frank,H.,Alaska,Republican
M001153,Murkowski,Lisa,NaN,Alaska,Republican
M001088,Murphy,Austin,J.,Pennsylvania,Democratic
M001169,Murphy,Christopher,NaN,Connecticut,Democratic
M001210,Murphy,Gregory,NaN,North Carolina,Republican
M001098,Murphy,John,NaN,New York,Democratic
M001101,Murphy,Morgan,F.,Illinois,Democratic
M001191,Murphy,Patrick,NaN,Florida,Democratic
M001168,Murphy,Patrick,J.,Pennsylvania,Democratic
M001178,Murphy,Scott,NaN,New York,Democratic
M001202,Murphy,Stephanie,N.,Florida,Democratic
M001151,Murphy,Tim,NaN,Pennsylvania,Republican
M001111,Murray,Patty,NaN,Washington,Democratic
M001120,Murtha,John,P.,Pennsylvania,Democratic
M001152,Musgrave,Marilyn,N.,Colorado,Republican
M001121,Muskie,Edmund,S.,Maine,Democratic
M001123,Musto,Raphael,NaN,Pennsylvania,Democratic
M001128,Myers,Gary,A.,Pennsylvania,Republican
M001130,Myers,John,T.,Indiana,Republican
M001132,Myers,Michael,O.,Pennsylvania,Democratic
M001134,Myrick,Sue,NaN,North Carolina,Republican
N000002,Nadler,Jerrold,NaN,New York,Democratic
N000003,Nagle,Dave,"R,",Iowa,Democratic
N000005,Napier,John,NaN,South Carolina,Republican
N000179,Napolitano,Grace,F.,California,Democratic
N000009,Natcher,William,H.,Kentucky,Democratic
N000015,Neal,Richard,E.,Massachusetts,Democratic
N000016,Neal,Stephen,NaN,North Carolina,Democratic
N000019,Nedzi,Lucien,N.,Michigan,Democratic
N000187,Negret,"McLeod,",Gloria,California,Democratic
N000191,Neguse,Joe,NaN,Colorado,Democratic
N000027,Nelligan,James,L.,Pennsylvania,Republican
N000028,Nelsen,Ancher,NaN,Minnesota,Republican
N000180,Nelson,Ben,NaN,Nebraska,Democratic
N000032,Nelson,Bill,NaN,Florida,Democratic
N000033,Nelson,Gaylord,NaN,Wisconsin,Democratic
N000051,Nethercutt,George,Jr.,Washington,Republican
N000182,Neugebauer,Randy,NaN,Texas,Republican
N000054,Neumann,Mark,W.,Wisconsin,Republican
N000189,Newhouse,Dan,NaN,Washington,Republican
N000081,Ney,Robert,W.,Ohio,Republican
N000095,Nichols,Bill,NaN,Alabama,Democratic
N000094,Nichols,Dick,NaN,Kansas,Republican
N000102,Nickles,Don,NaN,Oklahoma,Republican
N000106,Nielson,Howard,C.,Utah,Republican
N000113,Nix,Robert,C.,Pennsylvania,Democratic
N000184,Noem,Kristi,NaN,South Dakota,Republican
N000127,Nolan,Richard,M.,Minnesota,Democratic
N000188,Norcross,Donald,NaN,New Jersey,Democratic
N000190,Norman,Ralph,NaN,South Carolina,Republican
N000143,Northup,Anne,M.,Kentucky,Republican
N000147,Norton,Eleanor,-,of Columbia,istrict
N000159,Norwood,Charles,W.,Georgia,Republican
N000163,Nowak,Henry,NaN,New York,Democratic
N000185,Nugent,Richard,B.,Florida,Republican
N000181,Nunes,Devin,NaN,California,Republican
N000171,Nunn,Sam,NaN,Georgia,Democratic
N000186,Nunnelee,Alan,NaN,Mississippi,Republican
N000172,Nussle,Jim,NaN,Iowa,Republican
N000183,Nye,Glenn,C.,Virginia,Democratic
O000010,O'Brien,George,M.,Illinois,Republican
O000171,O'Halleran,Tom,NaN,Arizona,Democratic
O000055,O'Hara,James,G.,Michigan,Democratic
O000098,O'Neill,Thomas,Jr.,Massachusetts,Democratic
O000170,O'Rourke,Beto,NaN,Texas,Democratic
O000001,Oakar,Mary,Rose,Ohio,Democratic
O000167,Obama,Barack,NaN,Illinois,Democratic
O000006,Oberstar,James,L.,Minnesota,Democratic
O000007,Obey,David,R.,Wisconsin,Democratic
O000172,Ocasio-Cortez,Alexandria,NaN,New York,Democratic
O000069,Olin,James,R.,Virginia,Democratic
O000168,Olson,Pete,NaN,Texas,Republican
O000085,Olver,John,W.,Massachusetts,Democratic
O000173,Omar,Ilhan,NaN,Minnesota,Democratic
O000107,Ortiz,Solomon,P.,Texas,Democratic
O000108,Orton,Bill,NaN,Utah,Democratic
O000165,Osborne,Tom,NaN,Nebraska,Republican
O000164,Ose,Doug,NaN,California,Republican
O000166,Otter,C.,(Butch),Idaho,Republican
O000134,Ottinger,Richard,NaN,New York,Democratic
O000159,Owens,Major,NaN,New York,Democratic
O000156,Owens,Wayne,NaN,Utah,Democratic
O000169,Owens,William,NaN,New York,Democratic
O000163,Oxley,Michael,G.,Ohio,Republican
P000005,Packard,Ron,NaN,California,Republican
P000009,Packwood,Bob,NaN,Oregon,Republican
P000601,Palazzo,Steven,M.,Mississippi,Republican
P000034,Pallone,"Frank,",NaN,New Jersey,Democratic
P000609,Palmer,Gary,J.,Alabama,Republican
P000613,Panetta,Jimmy,NaN,California,Democratic
P000047,Panetta,Leon,NaN,California,Democratic
P000614,Pappas,Chris,NaN,New Hampshire,Democratic
P000049,Pappas,Michael,NaN,New Jersey,Republican
P000066,Parker,Mike,NaN,Mississippi,Republican
P000080,Parris,Stanford,(Stan),Virginia,Republican
P000096,Pascrell,"Bill,",NaN,New Jersey,Democratic
P000097,Pashayan,"Charles,",Jr.,California,Republican
P000098,Passman,Otto,E.,Louisiana,Democratic
P000099,Pastor,Ed,NaN,Arizona,Democratic
P000100,Pastore,John,NaN,Rhode Island,Democratic
P000104,Patman,William,N.,Texas,Democratic
P000103,Patman,Wright,NaN,Texas,Democratic
P000106,Patten,Edward,NaN,New Jersey,Democratic
P000112,Patterson,Elizabeth,NaN,South Carolina,Democratic
P000121,Patterson,Jerry,M.,California,Democratic
P000134,Pattison,Edward,NaN,New York,Democratic
P000603,Paul,Rand,NaN,Kentucky,Republican
P000583,Paul,Ron,NaN,Texas,Republican
P000594,Paulsen,Erik,NaN,Minnesota,Republican
P000148,Paxon,Bill,NaN,New York,Republican
P000149,Payne,Donald,NaN,New Jersey,Democratic
P000604,Payne,Donald,NaN,New Jersey,Democratic
P000152,Payne,Lewis,Jr.,Virginia,Democratic
P000588,Pearce,Stevan,NaN,New Mexico,Republican
P000166,Pearson,James,B.,Kansas,Republican
P000170,Pease,Donald,J.,Ohio,Democratic
P000171,Pease,Edward,A.,Indiana,Republican
P000193,Pell,Claiborne,NaN,Rhode Island,Democratic
P000197,Pelosi,Nancy,NaN,California,Democratic
P000615,Pence,Greg,NaN,Indiana,Republican
P000587,Pence,Mike,NaN,Indiana,Republican
P000215,Penny,Timothy,J.,Minnesota,Democratic
P000218,Pepper,Claude,NaN,Florida,Democratic
P000222,Percy,Charles,H.,Illinois,Republican
P000612,Perdue,David,NaN,Georgia,Republican
P000229,Perkins,Carl,C.,Kentucky,Democratic
P000230,Perkins,Carl,Dewey,Kentucky,Democratic
P000593,Perlmutter,Ed,NaN,Colorado,Democratic
P000600,Perriello,Thomas,S.P.,Virginia,Democratic
P000605,Perry,Scott,NaN,Pennsylvania,Republican
P000595,Peters,Gary,C.,Michigan,Democratic
P000608,Peters,Scott,H.,California,Democratic
P000258,Peterson,Collin,C.,Minnesota,Democratic
P000259,Peterson,Douglas,(Pete),Florida,Democratic
P000263,Peterson,John,E.,Pennsylvania,Republican
P000265,Petri,Thomas,E.,Wisconsin,Republican
P000272,Pettis,Jerry,L.,California,Republican
P000273,Pettis,Shirley,N.,California,Republican
P000280,Peyser,Peter,NaN,New York,Democratic
P000584,Phelps,David,D.,Illinois,Democratic
P000616,Phillips,Dean,NaN,Minnesota,Democratic
P000323,Pickering,Charles,"""Chip""",Mississippi,Republican
P000326,Pickett,Owen,B.,Virginia,Democratic
P000328,Pickle,J.,J.,Texas,Democratic
P000596,Pierluisi,Pedro,NaN,Puerto Rico,Democratic
P000348,Pike,Otis,NaN,New York,Democratic
P000597,Pingree,Chellie,NaN,Maine,Democratic
P000606,Pittenger,Robert,NaN,North Carolina,Republican
P000373,Pitts,Joseph,R.,Pennsylvania,Republican
P000610,Plaskett,Stacey,NaN,Virgin Islands,Democratic
P000585,Platts,Todd,Russell,Pennsylvania,Republican
P000398,Poage,W.,R.,Texas,Democratic
P000607,Pocan,Mark,NaN,Wisconsin,Democratic
P000399,Podell,Bertram,NaN,New York,Democratic
P000592,Poe,Ted,NaN,Texas,Republican
P000611,Poliquin,Bruce,NaN,Maine,Republican
P000598,Polis,Jared,NaN,Colorado,Democratic
P000419,Pombo,Richard,W.,California,Republican
P000422,Pomeroy,Earl,NaN,North Dakota,Democratic
P000602,Pompeo,Mike,NaN,Kansas,Republican
P000444,Porter,John,Edward,Illinois,Republican
P000589,Porter,Jon,C.,Nevada,Republican
P000618,Porter,Katie,NaN,California,Democratic
P000449,Portman,Rob,NaN,Ohio,Republican
P000599,Posey,Bill,NaN,Florida,Republican
P000452,Poshard,Glenn,NaN,Illinois,Democratic
P000485,Powell,Walter,E.,Ohio,Republican
P000513,Pressler,Larry,NaN,South Dakota,Republican
P000617,Pressley,Ayanna,NaN,Massachusetts,Democratic
P000520,Preyer,Richardson,NaN,North Carolina,Democratic
P000523,Price,David,NaN,North Carolina,Democratic
P000522,Price,Melvin,NaN,Illinois,Democratic
P000528,Price,Robert,D.,Texas,Republican
P000591,Price,Tom,NaN,Georgia,Republican
P000546,Pritchard,Joel,NaN,Washington,Republican
P000553,Proxmire,William,NaN,Wisconsin,Democratic
P000555,Pryce,Deborah,NaN,Ohio,Republican
P000556,Pryor,David,H.,Arkansas,Democratic
P000590,Pryor,Mark,L.,Arkansas,Democratic
P000574,Pursell,Carl,D.,Michigan,Republican
P000586,Putnam,Adam,H.,Florida,Republican
Q000024,Quayle,Benjamin,NaN,Arizona,Republican
Q000007,Quayle,Dan,NaN,Indiana,Republican
Q000010,Quie,Albert,H.,Minnesota,Republican
Q000023,Quigley,Mike,NaN,Illinois,Democratic
Q000013,Quillen,James,(Jimmy),Tennessee,Republican
Q000016,Quinn,Jack,NaN,New York,Republican
R000004,Radanovich,George,NaN,California,Republican
R000596,Radel,Trey,NaN,Florida,Republican
R000600,Radewagen,Aumua,NaN,American Samoa,Republican
R000011,Rahall,Nick,NaN,West Virginia,Democratic
R000012,Railsback,Thomas,F.,Illinois,Republican
R000033,Ramstad,Jim,NaN,Minnesota,Republican
R000041,Randall,William,J.,Missouri,Democratic
R000046,Randolph,Jennings,NaN,West Virginia,Democratic
R000053,Rangel,Charles,NaN,New York,Democratic
R000065,Rarick,John,R.,Louisiana,Democratic
R000606,Raskin,Jamie,NaN,Maryland,Democratic
R000067,Ratchford,William,R.,Connecticut,Democratic
R000601,Ratcliffe,John,NaN,Texas,Republican
R000072,Ravenel,"Arthur,",NaN,South Carolina,Republican
R000080,Ray,Richard,B.,Georgia,Democratic
R000567,Redmond,Bill,NaN,New Mexico,Republican
R000122,Reed,Jack,NaN,Rhode Island,Democratic
R000585,Reed,Tom,NaN,New York,Republican
R000134,Rees,Thomas,N.,California,Democratic
R000141,Regula,Ralph,NaN,Ohio,Republican
R000571,Rehberg,Denny,NaN,Montana,Republican
R000578,Reichert,David,G.,Washington,Republican
R000146,Reid,Harry,NaN,Nevada,Democratic
R000150,Reid,Ogden,NaN,New York,Democratic
R000586,Renacci,James,B.,Ohio,Republican
R000574,Renzi,Rick,NaN,Arizona,Republican
R000610,Reschenthaler,Guy,NaN,Pennsylvania,Republican
R000165,Reuss,Henry,S.,Wisconsin,Democratic
R000170,Reyes,Silvestre,NaN,Texas,Democratic
R000178,Reynolds,Mel,NaN,Illinois,Democratic
R000569,Reynolds,Thomas,NaN,New York,Republican
R000188,Rhodes,John,J.,Arizona,Republican
R000189,Rhodes,John,III,Arizona,Republican
R000587,Ribble,Reid,J.,Wisconsin,Republican
R000191,Ribicoff,Abraham,A.,Connecticut,Democratic
R000602,Rice,Kathleen,NaN,New York,Democratic
R000597,Rice,Tom,NaN,South Carolina,Republican
R000229,Richardson,Bill,NaN,New Mexico,Democratic
R000581,Richardson,Laura,NaN,California,Democratic
R000588,Richmond,Cedric,L.,Louisiana,Democratic
R000232,Richmond,Frederick,NaN,New York,Democratic
R000243,Ridge,Thomas,J.,Pennsylvania,Republican
R000249,Riegle,Donald,Jr.,Michigan,Democratic
R000589,Rigell,E.,Scott,Virginia,Republican
R000611,Riggleman,Denver,NaN,Virginia,Republican
R000252,Riggs,Frank,NaN,California,Republican
R000258,Riley,Bob,NaN,Alabama,Republican
R000262,Rinaldo,Matthew,NaN,New Jersey,Republican
R000584,Risch,James,E.,Idaho,Republican
R000268,Risenhoover,Theodore,M.,Oklahoma,Democratic
R000277,Ritter,Don,NaN,Pennsylvania,Republican
R000590,Rivera,David,NaN,Florida,Republican
R000281,Rivers,Lynn,N.,Michigan,Democratic
R000295,Robb,Charles,S.,Virginia,Democratic
R000308,Roberts,Clint,NaN,South Dakota,Republican
R000307,Roberts,Pat,NaN,Kansas,Republican
R000312,Roberts,Ray,NaN,Texas,Democratic
R000337,Robinson,J.,Kenneth,Virginia,Republican
R000354,Robinson,Tommy,F.,Arkansas,Republican
R000357,Robison,Howard,NaN,New York,Republican
R000591,Roby,Martha,NaN,Alabama,Republican
R000361,Rockefeller,John,NaN,West Virginia,Democratic
R000374,Rodino,Peter,NaN,New Jersey,Democratic
R000568,Rodriguez,Ciro,D.,Texas,Democratic
R000582,Roe,David,P.,Tennessee,Republican
R000383,Roe,Robert,NaN,New Jersey,Democratic
R000384,Roemer,Buddy,NaN,Louisiana,Democratic
R000385,Roemer,Tim,NaN,Indiana,Democratic
R000386,Rogan,James,E.,California,Republican
R000395,Rogers,Harold,NaN,Kentucky,Republican
R000575,Rogers,Mike,D.,Alabama,Republican
R000572,Rogers,Mike,J.,Michigan,Republican
R000401,Rogers,Paul,G.,Florida,Democratic
R000409,Rohrabacher,Dana,NaN,California,Republican
R000592,Rokita,Todd,NaN,Indiana,Republican
R000417,Romero-Barcelo,Carlos,NaN,Puerto Rico,Democratic
R000615,Romney,Mitt,NaN,Utah,Republican
R000421,Roncalio,Teno,NaN,Wyoming,Democratic
R000422,Roncallo,Angelo,NaN,New York,Republican
R000607,Rooney,Francis,NaN,Florida,Republican
R000423,Rooney,Fred,B.,Pennsylvania,Democratic
R000424,Rooney,John,NaN,New York,Democratic
R000583,Rooney,Thomas,J.,Florida,Republican
R000435,Ros-Lehtinen,Ileana,NaN,Florida,Republican
R000436,Rose,Charlie,NaN,North Carolina,Democratic
R000612,Rose,John,W.,Tennessee,Republican
R000613,Rose,Max,NaN,New York,Democratic
R000608,Rosen,Jacky,NaN,Nevada,Democratic
R000442,Rosenthal,Benjamin,NaN,New York,Democratic
R000580,Roskam,Peter,J.,Illinois,Republican
R000593,Ross,Dennis,A.,Florida,Republican
R000573,Ross,Mike,NaN,Arkansas,Democratic
R000458,Rostenkowski,Dan,NaN,Illinois,Democratic
R000460,Rot,"Jr.,",V.,Delaware,Republican
R000459,Roth,Toby,NaN,Wisconsin,Republican
R000598,Rothfus,Keith,J.,Pennsylvania,Republican
R000462,Rothman,Steven,NaN,New Jersey,Democratic
R000616,Rouda,Harley,NaN,California,Democratic
R000465,Roukema,Marge,NaN,New Jersey,Republican
R000605,Rounds,Mike,NaN,South Dakota,Republican
R000467,Roush,J.,Edward,Indiana,Democratic
R000469,Rousselot,John,H.,California,Republican
R000603,Rouzer,David,NaN,North Carolina,Republican
R000481,Rowland,J.,Roy,Georgia,Democratic
R000482,Rowland,John,G.,Connecticut,Republican
R000614,Roy,Chip,NaN,Texas,Republican
R000484,Roy,William,R.,Kansas,Democratic
R000485,Roybal,Edward,R.,California,Democratic
R000486,Roybal-Allard,Lucille,NaN,California,Democratic
R000487,Royce,Edward,R.,California,Republican
R000489,Royer,William,NaN,California,Republican
R000595,Rubio,Marco,NaN,Florida,Republican
R000495,Rudd,Eldon,D.,Arizona,Republican
R000497,Rudman,Warren,NaN,New Hampshire,Republican
R000599,Ruiz,Raul,NaN,California,Democratic
R000510,Runnels,Harold,NaN,New Mexico,Democratic
R000594,Runyan,Jon,NaN,New Jersey,Republican
R000512,Ruppe,Philip,E.,Michigan,Republican
R000576,Ruppersberger,C.,Dutch,Maryland,Democratic
R000515,Rush,Bobby,L.,Illinois,Democratic
R000604,Russell,Steve,NaN,Oklahoma,Republican
R000543,Russo,Martin,A.,Illinois,Democratic
R000545,Ruth,Earl,NaN,North Carolina,Republican
R000609,Rutherford,John,H.,Florida,Republican
R000558,Ryan,Leo,J.,California,Democratic
R000570,Ryan,Paul,D.,Wisconsin,Republican
R000577,Ryan,Tim,NaN,Ohio,Democratic
R000566,Ryun,Jim,NaN,Kansas,Republican
S001177,Sablan,Gregorio,-,Mariana Islands,orthern
S000005,Sabo,Martin,Olav,Minnesota,Democratic
S000014,Saiki,Patricia,NaN,Hawaii,Republican
S001158,Salazar,John,T.,Colorado,Democratic
S001163,Salazar,Ken,NaN,Colorado,Democratic
S001167,Sali,Bill,NaN,Idaho,Republican
S000018,Salmon,Matt,NaN,Arizona,Republican
S001204,Sa,"Nicolas,",Q.,Guam,Democratic
S001156,Sanchez,Linda,T.,California,Democratic
S000030,Sanchez,Loretta,NaN,California,Democratic
S000033,Sanders,Bernard,NaN,Vermont,Independent
S000044,Sandlin,Max,NaN,Texas,Democratic
S000045,Sandman,Charles,NaN,New Jersey,Republican
S000051,Sanford,Mark,NaN,South Carolina,Republican
S000055,Sanford,Terry,NaN,North Carolina,Democratic
S000056,Sangmeister,George,E.,Illinois,Democratic
S000058,Santini,James,D.,Nevada,Democratic
S000059,Santorum,Rick,NaN,Pennsylvania,Republican
S000062,Sarasin,Ronald,A.,Connecticut,Republican
S001168,Sarbanes,John,P.,Maryland,Democratic
S000064,Sarbanes,Paul,S.,Maryland,Democratic
S000066,Sarpalius,Bill,NaN,Texas,Democratic
S001197,Sasse,Ben,NaN,Nebraska,Republican
S000068,Sasser,Jim,NaN,Tennessee,Democratic
S000070,Satterfield,David,III,Virginia,Democratic
S000081,Savage,Gus,NaN,Illinois,Democratic
S000087,Sawyer,Harold,S.,Michigan,Republican
S000094,Sawyer,Tom,NaN,Ohio,Democratic
S000096,Saxbe,William,B.,Ohio,Republican
S000097,Saxton,Jim,NaN,New Jersey,Republican
S000102,Saylor,John,P.,Pennsylvania,Republican
S001176,Scalise,Steve,NaN,Louisiana,Republican
S001205,Scanlon,Mary,Gay,Pennsylvania,Democratic
S000106,Scarborough,Joe,NaN,Florida,Republican
S000109,Schaefer,Dan,NaN,Colorado,Republican
S000112,Schaffer,Bob,NaN,Colorado,Republican
S001145,Schakowsky,Janice,D.,Illinois,Democratic
S001194,Schatz,Brian,NaN,Hawaii,Democratic
S001178,Schauer,Mark,H.,Michigan,Democratic
S000119,Schenk,Lynn,NaN,California,Democratic
S000121,Scherle,William,J.,Iowa,Republican
S000124,Scheuer,James,NaN,New York,Democratic
S001150,Schiff,Adam,B.,California,Democratic
S000125,Schiff,Steven,NaN,New Mexico,Republican
S001182,Schilling,Robert,T.,Illinois,Republican
S001164,Schmidt,Jean,NaN,Ohio,Republican
S000132,Schmitt,Harrison,NaN,New Mexico,Republican
S000135,Schneebeli,Herman,T.,Pennsylvania,Republican
